admission_grade,tuition_up_to_date,scholarship_holder,age,gender,approved_sem1,grade_sem1,approved_sem2,grade_sem2,target
132.4,0,0,18,1,0,0.0,0,0.0,Dropout
129.3,1,0,18,1,7,13.1,7,13.1,Graduate
125.4,1,0,19,1,6,13.5,6,13.166666666666666,Graduate
130.2,1,0,19,1,5,10.2,3,12.0,Enrolled
132.0,1,0,19,1,5,11.571428571428571,3,13.0,Dropout
170.0,1,0,21,1,6,15.285714285714286,6,15.166666666666666,Graduate
130.2,1,0,19,1,5,12.6,8,11.0,Enrolled
115.5,1,0,18,1,6,13.433333333333332,4,13.6,Graduate
127.6,1,0,19,1,5,11.6,3,11.0,Dropout
140.0,1,0,25,1,6,14.666666666666666,6,13.5,Graduate
120.2,1,0,22,1,6,14.666666666666666,6,14.666666666666666,Graduate
150.0,1,0,24,1,7,12.742857142857144,7,12.742857142857144,Graduate
100.0,1,0,19,1,7,11.975,7,13.12857142857143,Graduate
100.0,1,0,18,1,4,12.25,3,11.666666666666666,Enrolled
128.0,0,0,20,1,0,0.0,0,0.0,Dropout
128.0,1,1,19,1,7,14.935714285714283,7,14.935714285714283,Graduate
107.2,1,0,19,1,2,10.5,4,10.0,Dropout
110.1,1,0,19,1,5,13.333333333333334,5,13.0,Graduate
119.0,1,0,23,1,0,0.0,0,0.0,Dropout
155.5,1,0,47,1,5,13.8,4,14.0,Dropout
118.4,1,0,19,1,6,11.833333333333334,4,10.75,Graduate
141.2,1,0,19,1,0,0.0,0,0.0,Graduate
119.1,1,0,18,1,0,0.0,0,0.0,Dropout
111.0,1,0,28,1,2,10.0,0,0.0,Dropout
138.6,1,0,20,1,4,11.5,3,11.666666666666666,Dropout
121.2,1,1,18,1,3,10.666666666666666,4,12.0,Enrolled
150.4,1,1,21,1,0,0.0,0,0.0,Graduate
117.8,1,0,19,1,4,12.75,2,13.0,Enrolled
102.5,0,0,24,1,0,0.0,0,0.0,Dropout
110.0,1,0,24,1,6,11.333333333333334,3,11.333333333333334,Enrolled
138.3,0,0,25,1,0,0.0,0,0.0,Enrolled
122.3,1,0,28,1,6,13.0,5,12.2,Graduate
127.8,1,0,37,1,4,10.75,3,11.333333333333334,Enrolled
100.0,1,0,19,1,5,12.0,2,10.5,Enrolled
126.4,1,1,18,1,7,13.462857142857144,8,13.90625,Graduate
100.0,1,0,48,1,3,10.0,1,10.0,Dropout
117.1,1,0,21,1,6,12.333333333333334,6,13.666666666666666,Graduate
124.7,1,1,19,1,6,12.528571428571428,6,12.416666666666666,Enrolled
124.1,1,1,21,1,0,0.0,0,0.0,Enrolled
129.4,0,0,23,1,0,0.0,0,0.0,Dropout
138.9,1,0,18,1,5,13.6,4,13.25,Graduate
138.6,1,0,22,1,6,12.333333333333334,2,14.0,Dropout
133.9,1,0,25,1,10,11.454545454545457,7,12.25,Dropout
140.0,1,0,27,1,8,13.5,5,14.4,Dropout
95.1,0,0,49,1,0,0.0,0,0.0,Dropout
128.2,0,0,31,1,2,11.0,0,0.0,Dropout
121.5,1,0,54,1,6,13.714285714285714,5,14.333333333333334,Dropout
120.0,0,0,25,1,21,12.363636363636363,12,12.25,Dropout
130.0,1,0,20,1,3,10.666666666666666,2,11.5,Enrolled
120.0,1,0,28,1,2,12.0,3,12.666666666666666,Dropout
107.0,1,0,41,1,7,12.857142857142858,6,13.166666666666666,Graduate
116.1,1,1,19,1,6,13.125,6,12.714285714285714,Enrolled
114.4,1,0,22,1,0,0.0,2,11.5,Dropout
157.7,1,0,34,1,2,13.5,0,0.0,Dropout
150.0,0,0,28,1,11,15.090909090909092,10,15.0,Dropout
114.3,1,0,42,1,5,12.4,5,11.8,Enrolled
104.6,0,0,21,1,5,14.0,4,14.8,Enrolled
140.0,1,0,50,1,2,13.5,1,13.0,Dropout
109.1,1,0,19,1,0,0.0,0,0.0,Dropout
120.6,1,0,18,1,4,12.65,3,10.666666666666666,Dropout
161.9,1,0,59,1,0,0.0,0,0.0,Dropout
140.0,0,0,33,1,0,0.0,0,0.0,Dropout
178.0,1,1,23,1,6,13.333333333333334,5,12.8,Graduate
138.3,1,0,44,1,3,11.333333333333334,5,11.142857142857142,Dropout
128.0,1,0,37,1,0,0.0,0,0.0,Dropout
139.0,1,0,36,1,0,0.0,0,0.0,Dropout
113.2,0,0,22,1,3,11.666666666666666,2,10.5,Dropout
139.0,1,0,49,1,6,12.166666666666666,6,14.428571428571429,Graduate
110.0,1,0,23,1,6,13.333333333333334,4,12.75,Graduate
136.6,1,0,19,1,5,11.4,3,11.0,Enrolled
161.1,1,0,47,1,6,12.142857142857142,0,0.0,Dropout
130.0,1,0,28,1,17,13.058823529411764,12,12.307692307692308,Graduate
140.0,1,0,21,1,4,11.75,4,10.5,Enrolled
121.0,0,0,21,1,5,11.833333333333334,5,10.0,Dropout
118.6,1,0,21,1,10,12.4,10,11.8,Graduate
138.3,1,0,20,1,6,13.428571428571429,4,11.5,Enrolled
115.8,0,0,49,1,0,0.0,0,0.0,Dropout
160.0,1,0,40,1,5,11.0,5,13.4,Graduate
114.5,1,1,22,1,6,13.625,6,14.428571428571429,Graduate
117.5,1,0,19,1,4,11.8,2,11.5,Enrolled
121.7,1,0,31,1,0,0.0,0,0.0,Dropout
115.0,1,0,30,1,2,15.0,2,13.5,Dropout
125.3,1,0,19,1,5,10.8,5,11.0,Graduate
131.0,1,0,22,1,3,13.666666666666666,3,11.333333333333334,Dropout
126.3,1,0,19,1,6,12.833333333333334,6,13.333333333333334,Graduate
127.1,0,0,21,1,0,0.0,0,0.0,Dropout
138.4,1,0,19,1,6,15.125,6,13.428571428571429,Graduate
100.0,1,0,22,1,0,0.0,1,10.0,Dropout
126.2,1,0,22,1,5,11.4,5,11.0,Graduate
118.8,1,0,19,1,4,12.25,6,11.0,Graduate
124.5,0,0,26,1,0,0.0,0,0.0,Dropout
140.0,1,0,23,1,3,14.0,1,14.0,Enrolled
125.1,1,0,18,1,6,12.333333333333334,5,10.8,Enrolled
118.8,1,1,22,1,5,10.666666666666666,2,11.0,Enrolled
125.2,1,0,19,1,5,11.833333333333334,5,14.714285714285714,Enrolled
95.0,1,0,20,1,0,0.0,0,0.0,Dropout
107.6,1,1,22,1,6,11.666666666666666,6,12.166666666666666,Enrolled
140.0,0,0,18,1,2,13.0,0,0.0,Dropout
125.4,1,0,39,1,0,0.0,0,0.0,Dropout
128.0,1,0,18,1,0,0.0,0,0.0,Dropout
129.3,1,1,18,1,5,13.0,5,14.2,Graduate
152.0,1,1,19,1,6,13.857142857142858,6,14.0,Graduate
128.8,1,0,18,1,6,13.391666666666666,8,12.4875,Graduate
152.8,1,1,18,1,4,12.75,0,0.0,Dropout
150.0,1,0,22,1,4,14.5,5,14.6,Graduate
112.0,1,0,19,1,6,12.166666666666666,6,12.166666666666666,Graduate
135.6,1,0,18,1,5,15.4,5,15.6,Dropout
134.4,0,0,31,1,2,13.333333333333334,2,16.0,Dropout
120.5,1,0,28,1,0,0.0,0,0.0,Dropout
141.4,1,0,19,1,0,0.0,0,0.0,Dropout
145.2,1,0,20,1,6,13.714285714285714,6,14.714285714285714,Graduate
140.0,1,0,50,1,4,12.25,0,0.0,Dropout
100.0,1,0,38,1,5,16.0,4,16.5,Enrolled
140.0,1,0,31,1,1,11.0,1,13.0,Dropout
126.0,1,0,27,1,7,14.085714285714284,7,14.085714285714284,Enrolled
112.6,1,0,21,1,6,10.166666666666666,6,10.5,Graduate
106.8,1,0,34,1,1,10.0,0,0.0,Dropout
121.6,1,0,19,1,0,0.0,1,10.0,Enrolled
120.0,0,0,40,1,2,10.5,3,10.666666666666666,Dropout
160.6,1,1,18,1,0,0.0,0,0.0,Graduate
130.0,0,1,46,1,0,0.0,0,0.0,Dropout
110.0,1,0,37,1,0,0.0,0,0.0,Dropout
110.0,1,0,31,1,0,0.0,0,0.0,Dropout
145.8,1,0,34,1,5,13.333333333333334,5,12.4,Graduate
130.2,1,1,18,1,0,0.0,0,0.0,Dropout
122.3,1,1,18,1,6,13.571428571428571,6,14.333333333333334,Graduate
125.4,1,1,19,1,6,12.833333333333334,6,11.166666666666666,Graduate
130.0,1,0,40,1,4,10.25,5,11.2,Dropout
150.0,1,0,25,1,0,0.0,0,0.0,Dropout
116.9,1,0,20,1,4,14.5,3,13.333333333333334,Dropout
114.7,1,0,20,1,5,15.8,5,13.714285714285714,Enrolled
95.8,0,0,43,1,0,0.0,0,0.0,Dropout
133.1,1,0,18,1,4,12.5,3,14.666666666666666,Enrolled
150.0,1,0,35,1,18,11.666666666666666,12,11.5,Graduate
118.5,1,0,23,1,4,13.0,5,13.0,Graduate
131.1,1,0,19,1,7,12.12142857142857,8,11.50625,Graduate
150.3,1,1,21,1,9,14.22222222222222,7,13.75,Graduate
120.5,1,0,19,1,4,12.5,4,13.25,Enrolled
105.6,1,0,20,1,5,12.166666666666666,5,15.285714285714286,Graduate
125.3,1,1,30,1,0,0.0,0,0.0,Dropout
131.0,1,0,44,1,6,12.666666666666666,6,11.5,Graduate
127.0,1,0,19,1,7,13.614285714285714,7,13.614285714285714,Graduate
150.0,1,0,22,1,12,12.857142857142858,10,14.3,Graduate
149.2,1,0,18,1,4,14.0,5,14.2,Graduate
121.5,1,1,21,1,4,14.75,5,11.8,Graduate
137.3,1,0,18,1,0,0.0,0,0.0,Dropout
119.6,1,0,18,1,6,13.625,6,14.285714285714286,Graduate
141.5,1,0,19,1,0,0.0,0,0.0,Graduate
150.0,1,0,21,1,4,11.8,4,11.875,Dropout
110.0,1,0,31,1,6,15.125,6,14.6,Graduate
110.2,1,0,21,1,4,11.5,2,10.5,Dropout
110.3,1,0,24,1,1,10.0,1,11.0,Enrolled
120.0,1,0,27,1,0,0.0,0,0.0,Dropout
114.2,1,0,20,1,3,10.333333333333334,5,12.8,Graduate
140.0,1,0,22,1,0,0.0,2,11.666666666666666,Enrolled
132.8,1,1,19,1,4,12.0,4,12.5,Enrolled
121.5,1,0,19,1,6,13.833333333333334,6,14.5,Graduate
127.2,1,0,23,1,13,12.153846153846152,11,11.909090909090908,Enrolled
128.2,1,0,18,1,6,14.0,6,13.666666666666666,Graduate
133.4,0,0,29,1,6,16.5,5,13.8,Enrolled
120.0,1,0,29,1,1,18.0,3,13.333333333333334,Dropout
140.0,1,0,20,1,6,11.285714285714286,5,11.77777777777778,Enrolled
136.9,1,1,19,1,0,0.0,0,0.0,Graduate
117.0,1,0,22,1,0,0.0,0,0.0,Enrolled
110.7,1,0,20,1,5,14.0,6,12.0,Enrolled
160.0,1,0,24,1,4,13.75,3,12.0,Enrolled
95.0,0,0,21,1,4,13.25,5,11.0,Dropout
148.8,1,1,25,1,4,14.25,4,14.75,Graduate
110.0,0,0,32,1,0,0.0,0,0.0,Dropout
133.9,0,0,26,1,8,11.25,3,11.333333333333334,Dropout
125.7,1,1,18,1,6,13.5,6,12.5,Graduate
116.6,1,1,19,1,5,12.666666666666666,6,12.857142857142858,Graduate
141.0,1,1,19,1,6,15.166666666666666,6,12.333333333333334,Graduate
130.0,1,0,27,1,6,13.166666666666666,5,15.142857142857142,Dropout
130.0,1,0,21,1,10,11.8,9,11.444444444444445,Enrolled
115.8,1,0,20,1,4,11.5,0,0.0,Enrolled
140.0,1,0,21,1,6,14.5,6,11.333333333333334,Graduate
126.1,1,0,22,1,5,13.4,3,10.666666666666666,Enrolled
137.5,0,0,19,1,0,0.0,0,0.0,Graduate
120.8,1,1,18,1,4,10.8,2,12.5,Dropout
136.5,1,0,28,1,0,0.0,0,0.0,Dropout
122.0,0,0,25,1,6,11.428571428571429,4,12.0,Dropout
130.0,1,0,25,1,8,12.5,10,11.6,Dropout
126.3,1,0,18,1,2,13.5,3,12.333333333333334,Enrolled
98.0,1,0,26,1,0,0.0,0,0.0,Dropout
121.0,1,1,18,1,5,12.75,5,11.5,Graduate
124.2,1,0,22,1,3,11.333333333333334,3,12.333333333333334,Enrolled
130.0,1,0,25,1,0,0.0,0,0.0,Dropout
136.1,1,0,19,1,5,11.4,5,12.4,Enrolled
132.8,1,0,19,1,6,14.428571428571429,6,14.571428571428571,Graduate
126.3,1,0,19,1,7,12.492857142857144,8,11.7125,Graduate
111.5,1,0,45,1,4,11.5,4,11.0,Dropout
118.2,1,0,52,1,5,11.2,5,12.8,Graduate
115.6,0,0,20,1,3,12.0,3,11.0,Dropout
117.8,1,0,19,1,7,15.885714285714286,7,15.885714285714286,Graduate
127.0,0,0,21,1,4,12.94,4,11.58,Dropout
140.0,0,0,35,1,6,14.0,6,14.166666666666666,Graduate
106.0,1,0,36,1,0,0.0,0,0.0,Graduate
151.0,0,0,47,1,0,0.0,0,0.0,Dropout
106.4,1,0,22,1,0,0.0,0,0.0,Dropout
125.3,1,0,41,1,4,11.25,3,11.0,Dropout
130.0,1,0,26,1,0,0.0,0,0.0,Dropout
116.0,0,0,51,0,4,11.25,0,0.0,Dropout
120.0,1,0,43,0,3,10.666666666666666,4,12.5,Enrolled
100.0,1,0,41,0,5,11.8,3,10.666666666666666,Graduate
118.5,1,0,23,1,8,11.625,10,11.181818181818182,Graduate
118.9,1,0,22,1,0,0.0,0,0.0,Dropout
119.3,1,1,25,1,4,10.25,4,11.25,Dropout
135.8,1,0,25,1,15,10.8,14,11.357142857142858,Graduate
130.0,0,1,22,1,11,12.545454545454543,11,12.666666666666666,Graduate
129.8,1,0,24,1,7,13.571428571428571,5,13.4,Enrolled
150.0,1,0,47,1,0,0.0,0,0.0,Dropout
111.9,1,0,41,1,0,0.0,0,0.0,Dropout
150.1,1,0,43,1,6,14.77777777777778,5,12.2,Graduate
130.0,1,0,29,1,0,0.0,0,0.0,Dropout
128.0,1,0,30,1,0,0.0,0,0.0,Dropout
102.5,0,0,26,1,0,0.0,0,0.0,Dropout
102.5,0,0,27,1,0,0.0,0,0.0,Dropout
110.0,1,1,36,1,5,11.4,5,11.6,Graduate
114.0,1,0,29,1,6,11.666666666666666,6,10.857142857142858,Dropout
128.2,1,0,35,1,7,11.285714285714286,5,13.0,Dropout
116.5,1,1,18,1,4,11.5,5,12.6,Graduate
149.3,1,1,24,1,5,16.0,5,16.0,Graduate
134.1,1,1,18,1,6,12.5,6,12.666666666666666,Dropout
126.6,1,0,18,1,4,12.0,3,13.0,Enrolled
120.0,1,0,21,1,0,0.0,3,11.666666666666666,Enrolled
133.5,1,0,21,1,5,13.0,5,12.6,Graduate
110.0,1,0,32,1,13,13.714285714285714,12,12.083333333333334,Graduate
107.5,1,1,22,1,3,12.333333333333334,3,12.5,Dropout
130.0,0,0,32,1,11,12.727272727272728,10,12.7,Dropout
111.6,1,0,35,1,1,14.0,0,0.0,Dropout
101.0,0,0,23,1,0,0.0,0,0.0,Dropout
108.3,1,0,39,1,5,11.4,3,11.0,Enrolled
128.2,1,0,35,1,0,0.0,1,10.0,Dropout
150.0,1,0,32,1,6,18.875,12,17.692307692307693,Graduate
142.8,1,0,20,1,0,0.0,0,0.0,Dropout
100.0,1,0,34,1,6,11.333333333333334,4,12.6,Enrolled
150.0,1,0,44,1,7,13.5,5,16.2,Dropout
156.5,1,0,53,1,2,15.0,3,10.0,Graduate
98.6,0,0,28,1,0,0.0,0,0.0,Dropout
130.0,1,0,31,1,9,14.22222222222222,5,12.8,Dropout
118.1,0,0,18,1,0,0.0,0,0.0,Enrolled
120.0,0,0,44,1,4,12.0,0,0.0,Dropout
127.7,1,0,19,1,5,12.6,4,12.0,Graduate
130.0,1,0,21,1,12,15.083333333333334,11,13.083333333333334,Enrolled
147.7,1,1,18,1,0,0.0,0,0.0,Dropout
170.0,1,0,20,1,6,14.5,6,15.3,Graduate
110.2,1,0,55,1,6,14.5,6,13.5,Graduate
146.4,1,0,27,1,3,10.0,1,13.0,Enrolled
121.0,1,0,19,1,0,0.0,0,0.0,Dropout
129.9,1,0,18,1,5,11.6,5,13.2,Graduate
132.0,1,0,43,1,4,11.75,0,0.0,Dropout
125.9,1,0,18,1,0,0.0,0,0.0,Dropout
165.7,1,0,18,1,0,0.0,0,0.0,Dropout
122.7,1,1,20,1,0,0.0,0,0.0,Dropout
141.4,0,0,29,1,4,11.25,4,11.8,Dropout
156.4,1,0,44,1,5,11.571428571428571,0,0.0,Dropout
148.5,1,0,18,1,4,10.0,1,16.0,Enrolled
140.0,1,1,20,1,5,13.833333333333334,6,12.3,Enrolled
131.7,1,0,20,1,4,12.75,3,12.666666666666666,Dropout
104.7,1,0,36,1,0,0.0,0,0.0,Dropout
150.0,1,0,19,1,5,11.6,2,11.0,Enrolled
110.0,0,0,29,1,0,0.0,0,0.0,Dropout
129.1,1,0,18,1,4,11.25,3,10.333333333333334,Dropout
120.0,0,0,24,1,0,0.0,0,0.0,Dropout
127.0,1,0,20,1,6,14.333333333333334,6,15.0,Graduate
151.5,0,0,45,1,0,0.0,0,0.0,Dropout
126.8,1,1,28,1,20,13.5,20,13.5,Graduate
140.8,1,0,23,1,6,12.666666666666666,5,12.2,Enrolled
125.6,1,0,18,1,7,12.444285714285714,7,11.347142857142858,Graduate
127.8,1,0,23,1,3,10.666666666666666,3,11.333333333333334,Dropout
120.0,1,0,22,1,0,0.0,0,0.0,Enrolled
131.3,1,1,22,1,6,12.666666666666666,5,12.4,Graduate
155.7,1,0,33,1,5,13.2,5,14.833333333333334,Graduate
128.5,1,0,21,1,10,12.7,11,12.181818181818182,Graduate
170.0,1,0,45,1,5,14.833333333333334,5,14.8,Graduate
100.0,0,0,44,1,4,11.5,1,12.0,Dropout
107.2,1,0,42,1,0,0.0,0,0.0,Dropout
139.3,1,0,20,1,0,0.0,0,0.0,Dropout
123.2,1,0,20,1,3,12.666666666666666,2,12.5,Enrolled
122.3,1,1,20,1,6,14.714285714285714,6,12.5,Graduate
127.9,1,0,20,1,3,13.666666666666666,4,10.25,Enrolled
120.3,1,0,19,1,5,10.8,2,13.5,Enrolled
128.5,0,0,26,1,4,10.5,7,10.428571428571429,Dropout
150.0,1,0,31,1,6,15.0,5,12.5,Graduate
136.1,1,1,19,1,6,12.666666666666666,6,14.0,Graduate
128.0,1,0,28,1,6,13.166666666666666,6,13.666666666666666,Graduate
158.1,1,1,20,1,0,0.0,0,0.0,Graduate
108.7,1,0,43,0,6,13.0,6,12.5,Graduate
110.0,1,1,25,1,0,0.0,0,0.0,Dropout
120.0,1,0,40,0,2,10.0,1,15.0,Dropout
150.0,1,0,20,0,6,13.333333333333334,5,13.375,Graduate
113.0,1,0,46,0,3,12.333333333333334,6,13.333333333333334,Graduate
118.6,1,0,26,0,20,13.181818181818182,14,11.642857142857142,Graduate
148.8,1,1,34,0,6,12.513333333333334,7,13.071428571428571,Graduate
120.3,1,0,19,0,0,0.0,0,0.0,Dropout
127.0,1,1,18,0,7,13.585714285714284,7,13.585714285714284,Graduate
113.8,1,0,18,0,7,11.155555555555557,8,11.425,Graduate
108.0,1,1,37,1,6,11.857142857142858,5,12.0,Graduate
129.1,1,1,23,1,0,0.0,0,0.0,Graduate
135.9,1,0,26,1,14,14.0,13,13.615384615384617,Graduate
154.4,0,0,18,0,5,12.0,0,0.0,Dropout
190.0,1,0,18,0,4,11.575,5,12.419999999999998,Enrolled
132.5,1,0,19,0,7,13.198571428571428,8,13.0625,Graduate
163.3,1,0,18,0,6,13.5,6,12.0,Graduate
122.5,1,0,19,0,6,13.333333333333334,5,12.8,Dropout
121.0,1,0,20,1,4,14.25,1,10.0,Enrolled
131.8,1,1,22,0,6,12.166666666666666,4,12.0,Graduate
135.0,1,1,18,0,7,12.214285714285714,7,12.214285714285714,Graduate
141.7,1,1,18,0,6,12.666666666666666,6,13.0,Graduate
131.3,1,1,18,0,6,12.285714285714286,6,13.5,Graduate
123.9,1,1,18,0,6,13.0,6,13.0,Graduate
126.1,1,0,18,0,6,12.142857142857142,6,11.166666666666666,Graduate
126.5,1,1,19,0,7,13.875714285714285,7,13.085714285714284,Graduate
107.3,1,0,20,0,0,0.0,0,0.0,Dropout
95.0,1,1,19,0,6,11.666666666666666,0,0.0,Dropout
116.1,1,0,18,0,6,13.153846153846152,3,11.0,Graduate
134.6,1,1,18,0,6,14.5,6,12.833333333333334,Dropout
128.0,1,1,18,0,7,14.44142857142857,8,13.65625,Graduate
144.2,1,0,18,0,6,15.166666666666666,6,14.285714285714286,Graduate
129.5,1,1,18,0,5,11.6,4,12.625,Graduate
116.8,1,0,18,0,6,11.666666666666666,6,12.333333333333334,Graduate
160.0,1,1,20,0,6,12.625,6,13.2,Graduate
127.1,1,1,19,0,3,12.666666666666666,6,11.0,Graduate
126.3,1,1,18,0,6,12.833333333333334,6,13.0,Enrolled
112.9,1,1,19,0,6,11.857142857142858,6,13.142857142857142,Graduate
130.2,1,0,19,0,5,11.4,4,10.75,Enrolled
100.0,1,0,19,0,5,14.857142857142858,5,15.142857142857142,Enrolled
121.6,1,0,19,0,6,14.714285714285714,6,15.833333333333334,Graduate
130.0,1,0,20,0,6,13.5,5,13.0,Graduate
121.7,1,1,18,0,4,11.5,5,12.4,Graduate
120.0,1,0,33,0,2,14.0,0,0.0,Dropout
143.5,1,1,19,0,6,12.833333333333334,0,0.0,Dropout
128.3,1,1,18,0,7,13.428571428571429,8,14.75,Graduate
111.9,1,0,19,0,0,0.0,0,0.0,Dropout
140.0,1,0,19,0,3,11.666666666666666,4,11.5,Enrolled
137.6,1,0,18,0,6,16.0,6,14.333333333333334,Graduate
135.0,1,0,20,0,6,13.833333333333334,6,11.833333333333334,Graduate
133.8,1,0,19,0,8,13.2325,8,13.2325,Graduate
126.9,1,1,18,1,6,14.0,6,14.166666666666666,Graduate
106.7,1,1,19,1,2,10.0,0,0.0,Dropout
145.7,1,0,25,0,15,13.333333333333334,11,12.272727272727272,Graduate
153.1,1,1,20,0,6,12.5,6,14.333333333333334,Enrolled
118.7,1,0,19,0,6,12.5,6,11.5,Graduate
161.8,1,0,33,1,2,10.5,0,0.0,Dropout
124.9,1,0,18,1,3,10.666666666666666,3,11.333333333333334,Enrolled
150.8,1,0,18,1,4,10.5,2,10.5,Enrolled
130.0,1,0,19,0,4,12.0,5,11.4,Graduate
163.6,1,0,18,0,0,0.0,0,0.0,Enrolled
115.0,1,0,19,0,5,11.5,2,10.666666666666666,Enrolled
136.8,1,0,18,0,6,14.0,6,13.5,Dropout
130.9,1,0,18,0,6,13.5,5,12.6,Graduate
127.0,1,0,18,0,8,13.07375,8,13.07375,Graduate
120.0,1,0,37,0,2,10.75,0,0.0,Dropout
126.0,1,0,20,0,1,12.0,0,0.0,Enrolled
153.8,1,1,20,0,6,14.0,6,13.333333333333334,Graduate
140.0,1,0,21,1,6,12.333333333333334,6,13.428571428571429,Graduate
136.6,1,1,18,0,7,13.464285714285714,8,14.788888888888888,Graduate
105.0,1,0,26,0,3,10.666666666666666,5,11.2,Enrolled
139.4,1,0,41,0,5,11.6,5,12.2,Enrolled
140.0,1,1,18,0,6,13.666666666666666,6,14.666666666666666,Graduate
130.8,1,0,18,0,8,14.4025,8,14.4025,Graduate
138.8,1,0,31,0,7,15.46875,8,16.3875,Graduate
110.0,1,0,23,0,6,12.625,6,14.166666666666666,Graduate
127.8,1,0,19,0,6,14.983333333333334,6,14.983333333333334,Graduate
134.2,1,1,20,0,6,15.0,6,13.0,Graduate
143.0,1,0,40,0,9,15.88888888888889,7,14.142857142857142,Graduate
120.0,1,0,32,0,4,11.5,3,11.0,Dropout
113.2,1,0,24,0,2,10.5,1,10.0,Dropout
135.8,1,0,18,0,6,13.983333333333334,6,13.983333333333334,Graduate
143.5,1,0,18,0,6,13.0,6,12.833333333333334,Graduate
148.9,1,1,18,0,6,13.666666666666666,6,13.0,Graduate
115.6,0,0,27,0,0,0.0,0,0.0,Dropout
159.3,1,0,18,0,5,14.4,5,15.4,Graduate
138.5,1,0,26,0,4,12.0,4,11.25,Enrolled
133.2,1,0,19,0,6,14.166666666666666,6,13.666666666666666,Graduate
117.6,1,0,19,0,5,12.2,6,12.0,Graduate
108.7,1,0,21,0,3,12.0,3,12.666666666666666,Enrolled
106.0,1,0,24,0,2,10.5,1,11.0,Enrolled
122.6,1,0,20,0,3,12.333333333333334,2,10.5,Dropout
127.4,1,0,18,0,5,12.2,5,12.2,Enrolled
100.0,1,0,30,0,0,0.0,0,0.0,Dropout
95.0,0,0,22,0,6,11.5,6,13.166666666666666,Enrolled
130.0,1,0,21,0,9,10.88888888888889,10,11.615384615384617,Graduate
122.8,1,0,26,0,6,12.166666666666666,8,11.675,Dropout
115.0,1,0,23,0,2,10.0,1,12.0,Enrolled
145.9,1,1,18,0,6,12.666666666666666,6,12.166666666666666,Graduate
143.0,1,0,21,0,5,11.4,5,12.2,Dropout
100.0,1,1,18,0,0,0.0,0,0.0,Dropout
121.3,1,0,21,0,2,13.0,4,12.0,Enrolled
121.2,1,0,18,0,5,13.4,5,12.0,Enrolled
125.1,1,1,19,0,6,13.5,5,12.8,Dropout
112.9,1,0,22,0,4,12.25,3,11.333333333333334,Enrolled
120.8,1,0,19,0,6,12.285714285714286,6,12.833333333333334,Graduate
114.0,0,0,19,0,0,0.0,0,0.0,Dropout
132.1,1,0,19,0,2,10.5,1,13.0,Dropout
160.0,1,0,27,0,3,14.0,5,12.0,Graduate
134.0,1,0,22,0,5,14.2,5,12.2,Graduate
124.2,1,0,18,0,5,13.0,6,13.142857142857142,Dropout
115.6,1,0,20,0,6,11.0,4,12.75,Graduate
128.2,1,0,34,0,3,11.0,2,10.0,Dropout
132.8,1,0,18,0,6,12.385714285714286,8,13.755555555555556,Graduate
123.1,1,0,20,1,4,14.75,4,12.25,Graduate
125.6,1,0,20,0,5,16.166666666666668,5,15.833333333333334,Graduate
115.0,1,0,25,1,0,0.0,0,0.0,Dropout
123.6,1,0,18,1,5,12.4,3,13.0,Dropout
141.7,0,0,18,1,5,11.6,4,13.0,Dropout
139.0,1,1,18,0,5,12.2,0,0.0,Dropout
118.0,1,1,19,0,5,11.0,5,12.8,Graduate
142.0,1,1,19,0,6,12.333333333333334,5,12.4,Dropout
143.4,1,1,21,0,6,14.833333333333334,6,12.571428571428571,Graduate
115.9,1,0,29,0,9,11.555555555555555,10,11.9,Enrolled
105.1,1,1,20,0,6,12.0,6,11.833333333333334,Graduate
138.0,1,1,21,0,11,12.727272727272728,10,12.6,Graduate
114.7,1,0,34,0,2,10.5,1,11.0,Dropout
130.5,1,0,20,0,6,12.333333333333334,6,12.0,Graduate
134.3,1,0,24,1,0,0.0,1,12.0,Dropout
137.5,1,0,18,1,7,14.842857142857143,8,14.38888888888889,Graduate
125.3,1,0,19,1,7,12.2,7,12.2,Enrolled
111.3,1,1,18,1,4,10.8,4,11.75,Enrolled
144.8,1,0,28,1,4,12.75,5,14.333333333333334,Enrolled
152.1,1,0,28,1,2,11.0,1,12.0,Dropout
126.1,1,0,20,1,4,10.75,0,0.0,Dropout
136.0,1,0,22,1,8,12.55375,8,12.55375,Graduate
124.3,1,0,19,1,7,12.665714285714284,7,12.665714285714284,Graduate
129.9,1,0,20,1,6,12.714285714285714,4,13.0,Enrolled
136.1,1,0,26,1,2,11.75,0,0.0,Dropout
115.1,0,0,21,1,3,11.0,0,0.0,Dropout
143.6,1,0,18,1,0,0.0,0,0.0,Graduate
115.8,1,0,18,1,5,13.4,5,12.2,Graduate
149.0,1,0,22,1,17,12.578947368421051,17,12.117647058823527,Graduate
100.0,1,0,36,1,0,0.0,0,0.0,Dropout
133.4,1,1,20,1,6,12.0,6,11.5,Graduate
122.8,1,0,20,1,3,12.333333333333334,0,0.0,Dropout
151.2,1,0,25,1,4,11.5,3,13.5,Dropout
137.0,1,0,35,1,5,12.8,5,13.833333333333334,Graduate
118.0,1,0,22,1,0,0.0,0,0.0,Dropout
126.4,1,0,26,1,7,13.285714285714286,7,12.142857142857142,Enrolled
130.0,0,0,20,1,4,11.8,2,12.0,Dropout
