age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,scholarship,stress_index,cgpa,parental_education,dropout
21.6,Male,28440.0,Yes,3.91,87.7,1,46.5,Yes,5.8,2.0,Bachelor,1
18.4,Male,28133.0,Yes,4.36,74.9,1,30.0,No,5.9,2.28,High School,0
20.5,Male,25000.0,Yes,2.2,100.0,2,12.4,Yes,3.4,3.99,,0
22.3,Male,25000.0,Yes,3.18,88.5,2,23.4,Yes,3.6,3.8,Master,0
17.6,Male,40167.0,Yes,3.07,75.3,2,37.4,No,2.6,1.61,High School,0
21.4,Female,55991.0,Yes,3.76,65.6,2,32.0,Yes,5.6,3.16,Master,0
21.2,Female,128925.0,Yes,2.42,80.4,0,35.4,No,4.7,2.32,Master,0
21.1,Male,25000.0,Yes,1.76,66.3,1,27.9,No,3.2,2.43,Bachelor,0
23.3,Male,25000.0,Yes,4.14,73.8,2,20.8,Yes,7.7,1.79,Bachelor,0
21.7,Female,25000.0,Yes,2.09,68.4,3,31.5,No,6.2,0.89,High School,0
24.3,Male,58421.0,Yes,4.95,76.0,1,30.8,Yes,4.2,2.78,High School,0
18.8,Male,48484.0,Yes,6.56,77.7,3,42.3,No,5.9,2.17,High School,1
21.3,Male,25000.0,Yes,4.3,75.0,0,24.4,Yes,5.1,3.26,High School,0
21.2,Female,25000.0,Yes,4.34,100.0,3,30.6,Yes,2.7,3.73,High School,0
18.6,Male,52655.0,Yes,1.11,80.5,2,28.3,No,6.0,0.67,High School,1
23.1,Female,37418.0,Yes,4.81,92.6,2,57.3,Yes,8.5,1.21,Master,1
26.1,Male,46865.0,Yes,3.9,86.6,5,21.0,No,8.0,3.4,,0
21.0,Male,25000.0,Yes,4.62,80.3,3,25.4,No,5.7,3.54,Bachelor,0
22.1,Male,25000.0,Yes,2.48,78.2,3,18.5,Yes,4.7,3.13,Bachelor,0
21.2,Female,25000.0,Yes,3.65,92.8,1,45.6,No,6.5,2.2,High School,0
19.4,Female,44921.0,Yes,5.6,73.7,1,46.5,Yes,6.0,2.87,PhD,0
17.0,Male,105518.0,Yes,3.01,77.0,0,27.4,Yes,5.3,1.67,Bachelor,0
19.4,Male,25000.0,Yes,3.58,76.9,2,44.2,No,8.8,3.42,Bachelor,1
17.9,Female,116485.0,No,5.17,82.6,1,33.9,No,4.8,2.59,Bachelor,0
24.7,Female,48918.0,Yes,4.91,74.7,2,38.4,No,7.2,2.2,High School,1
20.7,Male,25000.0,Yes,5.37,89.5,1,18.1,Yes,5.8,2.27,Master,0
20.2,Female,33807.0,Yes,3.07,90.6,1,31.9,No,5.8,1.78,PhD,0
23.0,Male,49930.0,Yes,3.8,76.3,2,52.5,Yes,2.5,1.02,Master,1
18.5,Male,25000.0,Yes,2.83,86.2,2,47.7,Yes,7.5,1.03,Master,0
19.3,Male,43769.0,Yes,2.75,75.3,1,39.7,No,7.0,0.38,Master,0
21.1,Female,60092.0,Yes,2.76,83.4,2,41.4,No,5.8,0.67,Bachelor,1
23.3,Male,,No,,91.4,3,59.2,Yes,,1.43,High School,1
22.1,Female,28652.0,Yes,6.06,82.8,0,39.4,No,6.2,4.0,High School,0
21.5,Female,26802.0,Yes,5.65,81.2,0,22.1,No,3.2,3.88,Master,0
21.2,Female,25880.0,No,4.7,100.0,0,44.6,No,3.8,3.97,Master,0
21.9,Male,25000.0,Yes,2.81,84.9,3,29.1,No,5.4,3.05,High School,0
21.4,Male,25000.0,Yes,2.67,75.3,3,35.9,No,2.5,3.15,Bachelor,0
18.7,Female,25000.0,Yes,3.62,74.6,2,31.4,No,7.5,3.07,Bachelor,1
21.1,Female,31828.0,Yes,4.53,100.0,1,21.5,Yes,5.1,3.51,High School,0
18.6,Female,25000.0,Yes,4.73,76.1,1,33.7,Yes,5.7,4.0,Bachelor,0
21.2,Male,25000.0,Yes,4.31,76.4,1,41.6,No,3.7,3.26,High School,0
19.9,Male,46904.0,Yes,3.88,82.2,3,38.9,No,6.7,1.65,High School,0
26.6,Female,37137.0,Yes,4.28,87.9,1,35.8,No,5.2,2.75,Bachelor,0
20.9,Male,25000.0,Yes,3.28,72.1,2,27.6,No,4.9,1.45,Master,1
17.9,Female,40286.0,Yes,2.13,79.8,4,10.1,No,8.0,1.4,Bachelor,1
20.7,Male,25000.0,Yes,3.62,71.3,1,29.4,No,7.9,0.61,High School,1
22.1,Male,30879.0,Yes,4.24,80.8,0,36.7,No,6.8,1.42,Bachelor,0
24.7,Male,53371.0,Yes,3.83,88.6,1,5.0,Yes,5.9,2.63,High School,0
19.7,Male,25000.0,Yes,2.02,80.0,0,29.2,No,4.6,3.36,High School,0
17.5,Male,25000.0,Yes,3.72,97.8,2,28.9,No,5.0,2.39,Bachelor,0
22.8,Female,27253.0,No,3.2,75.2,3,19.0,Yes,4.9,3.1,Bachelor,0
18.0,Male,25000.0,Yes,5.74,83.7,0,39.1,Yes,6.2,2.09,Bachelor,0
20.0,Male,25173.0,Yes,4.73,92.5,2,41.3,No,5.4,2.99,Bachelor,0
20.4,Female,25125.0,No,0.5,90.1,2,51.8,Yes,5.5,1.5,Bachelor,0
20.8,Male,25000.0,No,4.07,100.0,2,29.7,Yes,8.3,2.88,Bachelor,1
22.5,Male,40879.0,Yes,2.52,84.6,0,45.5,No,7.6,1.45,High School,1
19.5,Female,26646.0,No,2.11,74.8,1,20.2,No,4.1,2.66,High School,0
20.4,Female,60424.0,Yes,1.02,82.7,2,25.5,No,6.0,3.27,,0
21.0,Male,33837.0,Yes,5.14,75.3,2,38.2,No,4.1,3.25,Master,0
21.3,Male,46229.0,Yes,5.32,83.0,1,22.1,No,6.6,3.03,Bachelor,1
21.2,Female,60720.0,Yes,2.05,91.9,2,28.1,No,9.0,0.33,Bachelor,0
22.0,Male,27473.0,Yes,5.45,87.6,2,40.1,No,4.9,3.82,Master,0
22.9,Female,29718.0,Yes,6.73,81.2,3,29.9,No,6.9,0.94,Master,1
21.9,Female,25000.0,No,3.73,76.5,0,19.0,Yes,8.4,0.0,Bachelor,1
22.0,Female,62550.0,Yes,2.83,84.6,0,22.9,Yes,5.3,2.74,Bachelor,0
17.5,Male,27244.0,Yes,3.91,86.2,3,26.7,No,6.4,1.07,Master,1
21.1,Male,25000.0,Yes,5.52,72.0,1,37.1,Yes,8.6,1.0,Bachelor,1
22.1,Female,46343.0,No,5.71,73.8,5,26.1,No,3.8,3.98,High School,1
22.6,Male,25000.0,Yes,3.95,79.7,1,5.0,Yes,3.6,2.14,High School,0
19.5,Male,25000.0,Yes,2.81,71.3,2,39.4,Yes,3.3,1.49,Bachelor,0
19.6,Female,51276.0,Yes,4.32,67.5,1,37.7,No,6.9,1.08,High School,1
19.7,Male,25000.0,Yes,3.87,73.8,2,17.2,No,3.7,2.44,High School,1
22.2,Male,25000.0,No,4.15,85.1,0,16.4,No,6.5,2.58,High School,0
23.3,Female,25000.0,Yes,3.5,82.8,1,46.2,No,7.9,1.72,Master,1
20.1,Male,25000.0,Yes,4.25,78.4,1,27.1,No,4.3,2.55,High School,0
23.0,Male,45674.0,Yes,1.58,74.5,0,39.0,Yes,4.1,2.95,High School,0
21.3,Male,27619.0,No,4.47,85.0,4,21.7,No,6.7,3.41,Master,0
20.7,Female,25251.0,No,5.48,84.5,0,37.9,No,5.6,2.28,Master,0
20.5,Male,25306.0,Yes,3.75,91.9,1,18.9,Yes,1.2,2.73,PhD,0
22.6,Male,29985.0,Yes,4.16,61.9,3,35.1,Yes,8.3,0.3,Master,1
21.7,Female,44005.0,Yes,1.91,68.0,2,34.3,No,6.5,0.78,Master,1
26.0,Female,28818.0,Yes,4.68,89.5,4,5.2,No,4.8,3.99,Bachelor,0
19.1,Male,25000.0,Yes,5.21,85.8,1,31.5,No,4.7,2.62,,0
22.1,Female,41995.0,Yes,6.13,89.5,0,21.4,No,6.8,1.52,Bachelor,0
19.8,Male,40100.0,Yes,0.91,74.9,2,43.1,Yes,5.4,0.75,High School,1
19.1,Female,33635.0,No,4.69,78.9,1,32.8,No,5.6,3.46,High School,1
21.0,Male,56678.0,Yes,1.74,71.8,2,27.0,No,5.8,3.53,High School,0
21.3,Male,,No,,63.3,0,48.2,No,,3.74,High School,0
27.4,Female,57920.0,Yes,3.28,83.1,3,7.2,Yes,4.9,3.81,High School,0
20.6,Male,69170.0,Yes,4.65,93.3,1,53.1,Yes,5.2,1.44,Master,0
18.5,Male,42167.0,Yes,4.56,80.7,3,52.5,Yes,4.1,2.71,High School,0
21.6,Male,25000.0,No,4.11,76.3,2,25.3,No,6.0,1.18,Master,0
17.0,Female,27489.0,Yes,3.41,73.0,2,40.7,Yes,6.4,2.49,Bachelor,0
20.8,Male,62524.0,Yes,4.21,90.9,1,35.8,No,8.5,1.57,Master,0
21.0,Male,25000.0,Yes,5.22,82.6,3,5.0,No,4.1,3.77,Master,0
22.7,Male,25000.0,Yes,4.35,83.0,1,28.7,No,7.1,1.56,Bachelor,0
23.1,Male,25000.0,Yes,5.03,70.4,0,14.8,Yes,8.1,2.76,High School,1
19.9,Male,25000.0,Yes,2.19,74.7,4,13.7,Yes,7.2,0.55,Bachelor,0
20.7,Male,50198.0,Yes,4.08,87.9,2,26.6,No,4.6,2.13,Master,0
19.3,Male,37275.0,Yes,3.37,77.8,3,27.0,No,4.9,2.46,,0
18.5,Male,25000.0,Yes,5.01,76.8,2,44.6,No,8.2,0.5,,1
21.7,Female,,No,,100.0,3,21.0,Yes,,3.47,Bachelor,0
18.2,Female,27037.0,Yes,3.33,82.6,2,25.3,No,5.4,3.08,Master,0
20.1,Female,25000.0,No,4.2,80.6,1,46.4,No,4.6,3.66,Master,0
18.8,Male,25000.0,Yes,3.82,80.9,2,27.8,Yes,6.9,1.66,Bachelor,0
22.2,Female,38624.0,Yes,4.51,76.6,5,23.8,No,1.1,3.91,High School,0
25.0,Male,52230.0,Yes,4.45,81.4,3,40.3,No,4.0,1.44,Master,0
18.1,Female,25000.0,Yes,4.09,97.5,1,36.4,No,3.7,2.47,,0
17.0,Male,41219.0,No,2.26,85.3,1,31.2,Yes,8.4,0.97,High School,1
20.7,Male,76807.0,No,5.93,69.2,3,41.1,No,5.9,0.59,High School,1
21.0,Male,25000.0,Yes,5.37,78.5,2,15.0,No,5.1,3.98,High School,0
21.5,Male,36805.0,Yes,4.12,82.8,1,23.0,Yes,5.1,2.53,Master,0
20.0,Female,48942.0,Yes,4.67,69.9,1,54.0,Yes,3.0,3.75,,0
20.6,Female,28083.0,Yes,4.78,78.3,0,5.0,Yes,7.9,1.96,Master,0
21.8,Female,,Yes,,74.3,0,21.9,Yes,,1.65,Bachelor,0
23.3,Female,111224.0,Yes,5.61,78.8,1,15.8,Yes,6.6,1.44,High School,0
17.0,Male,36535.0,Yes,1.36,82.6,1,30.9,No,4.3,0.74,Master,0
20.2,Male,25844.0,Yes,1.78,87.6,6,37.3,No,5.4,2.13,High School,1
21.5,Female,53433.0,Yes,3.07,72.8,1,43.3,No,3.8,2.42,Bachelor,0
19.0,Female,49278.0,Yes,4.44,81.3,0,25.1,No,5.1,3.95,Bachelor,0
24.8,Female,25000.0,Yes,4.17,79.4,1,18.9,Yes,7.4,2.25,,0
19.6,Male,29684.0,Yes,4.09,80.2,1,12.6,No,5.7,2.21,Master,0
20.9,Female,25000.0,Yes,3.91,75.4,0,30.6,No,6.2,1.27,High School,1
22.2,Female,37723.0,Yes,3.58,81.6,1,55.5,No,5.6,1.87,Bachelor,0
19.7,Male,26471.0,Yes,2.34,85.9,5,22.9,No,8.4,2.55,Master,0
17.0,Male,28251.0,Yes,2.21,70.9,2,29.1,Yes,4.0,2.68,Master,0
20.1,Male,25000.0,Yes,2.33,95.8,0,31.6,No,5.3,2.54,Bachelor,0
23.3,Female,,Yes,,89.5,2,24.9,Yes,,0.23,Bachelor,0
20.3,Male,80260.0,Yes,2.16,69.4,6,47.1,No,3.7,1.04,Bachelor,0
19.1,Male,,Yes,,93.6,3,44.5,No,,2.53,Master,0
23.0,Male,25000.0,Yes,3.64,94.1,2,39.8,No,5.6,3.23,Bachelor,0
20.3,Female,30092.0,Yes,5.37,78.0,1,41.5,No,5.7,1.77,High School,1
19.9,Male,29226.0,Yes,4.57,83.6,1,21.8,Yes,5.7,0.76,Bachelor,1
21.3,Male,,Yes,,67.7,1,16.2,No,,2.25,High School,0
22.7,Female,25000.0,Yes,3.1,71.0,2,21.9,No,2.6,1.03,,1
26.2,Female,25000.0,Yes,6.47,90.2,3,33.4,Yes,5.8,2.99,,0
22.8,Male,25000.0,Yes,3.35,67.0,3,26.1,No,3.9,1.17,High School,1
23.6,Female,67846.0,Yes,2.59,84.3,5,36.8,No,5.3,1.47,High School,1
19.9,Female,34556.0,Yes,3.63,94.5,5,31.3,Yes,4.2,3.91,Bachelor,1
18.7,Male,25000.0,Yes,3.26,68.5,3,13.9,Yes,2.8,2.08,Master,0
21.1,Male,25000.0,Yes,2.89,79.7,3,44.9,No,6.1,1.83,High School,0
21.2,Male,25000.0,Yes,4.05,91.1,5,23.9,Yes,6.8,3.94,High School,0
18.6,Male,38123.0,Yes,5.65,85.2,3,39.4,Yes,7.5,0.77,Master,1
20.6,Male,25000.0,Yes,2.28,88.7,1,19.8,No,4.7,3.97,High School,0
21.9,Female,31647.0,Yes,4.5,76.5,2,19.4,No,5.6,1.94,Master,0
21.8,Male,101292.0,No,5.28,74.5,2,18.9,No,6.1,1.36,High School,1
22.1,Female,25000.0,Yes,4.59,80.4,3,12.8,No,7.3,0.35,High School,0
21.6,Male,25000.0,No,5.35,84.1,6,13.1,No,2.3,2.73,High School,0
19.9,Female,37392.0,Yes,4.7,86.8,2,34.6,No,2.9,1.08,Bachelor,1
19.9,Male,25000.0,Yes,3.09,85.6,2,18.9,No,8.0,1.3,Master,0
18.4,Female,83449.0,Yes,6.33,89.8,0,34.2,Yes,2.5,3.96,Bachelor,0
24.9,Female,69021.0,Yes,4.68,82.9,1,31.2,No,7.2,0.64,Bachelor,0
21.0,Female,26943.0,No,6.97,73.6,2,40.6,No,7.9,2.74,Bachelor,0
20.5,Male,25000.0,Yes,1.58,71.2,1,17.8,Yes,6.9,0.39,Bachelor,1
19.0,Female,25000.0,Yes,7.11,88.1,1,42.7,Yes,3.7,1.11,Bachelor,0
27.5,Female,25000.0,Yes,5.12,90.0,3,19.1,No,3.9,4.0,Bachelor,0
18.6,Female,37427.0,Yes,4.61,97.8,3,5.0,No,5.4,3.48,Bachelor,0
20.1,Male,55480.0,No,2.8,100.0,2,32.3,Yes,8.7,2.53,Bachelor,0
21.9,Female,25000.0,No,4.96,89.8,0,19.5,No,8.6,1.83,Master,1
22.3,Male,54532.0,Yes,5.56,84.9,4,48.0,No,6.0,2.26,Bachelor,0
23.1,Female,43071.0,Yes,1.72,78.6,2,33.6,Yes,2.6,4.0,Bachelor,0
25.0,Female,25000.0,No,4.74,75.0,1,29.0,No,5.8,2.85,High School,0
22.1,Male,25000.0,Yes,3.16,82.5,0,32.4,Yes,5.1,2.6,Master,0
18.7,Male,31880.0,Yes,4.75,81.2,1,24.0,No,5.5,2.39,Bachelor,1
20.4,Male,25000.0,Yes,2.66,97.2,3,50.2,Yes,2.5,3.98,High School,0
21.7,Female,54952.0,Yes,5.65,86.7,2,23.4,Yes,5.9,1.31,High School,1
25.6,Male,25000.0,Yes,3.9,80.2,0,35.6,No,2.8,2.05,High School,0
17.9,Male,41300.0,Yes,4.97,74.9,2,20.2,No,1.0,2.15,Bachelor,0
23.6,Female,28329.0,Yes,5.26,86.3,3,30.0,No,5.9,3.36,Bachelor,0
21.4,Male,25000.0,Yes,4.39,83.1,1,15.2,Yes,9.0,2.27,High School,1
22.8,Male,27954.0,Yes,2.87,78.4,0,32.7,Yes,4.0,3.03,High School,0
20.8,Female,56840.0,Yes,4.82,76.5,4,30.8,No,4.6,2.21,Bachelor,0
19.1,Male,25000.0,Yes,3.88,86.4,0,36.6,No,7.1,2.49,High School,0
22.7,Male,25000.0,Yes,4.25,78.7,2,35.6,No,7.6,0.0,High School,1
22.4,Male,25000.0,Yes,3.53,79.4,3,30.3,Yes,5.7,1.76,Master,0
23.1,Female,29052.0,Yes,1.67,78.1,1,54.5,No,4.2,3.05,Bachelor,0
21.0,Female,25000.0,Yes,4.08,100.0,2,29.8,No,7.9,2.33,Master,0
19.7,Male,25000.0,Yes,3.22,83.3,1,30.5,Yes,3.3,3.36,High School,0
17.6,Male,25000.0,Yes,4.39,75.4,2,29.0,No,4.6,3.95,Master,0
22.8,Male,79432.0,Yes,3.95,61.4,1,32.4,No,6.6,1.07,Master,0
21.9,Female,34477.0,Yes,3.32,68.9,2,26.6,Yes,2.7,2.01,High School,0
18.9,Male,33773.0,Yes,6.77,79.7,2,25.6,No,6.2,2.05,High School,1
19.8,Female,25095.0,Yes,3.59,95.6,1,39.0,No,7.5,3.03,Bachelor,0
20.0,Male,28826.0,No,4.1,100.0,2,29.4,No,8.5,3.92,Bachelor,0
17.7,Female,25000.0,Yes,6.44,80.1,1,42.6,No,4.8,3.48,Bachelor,0
19.2,Female,40789.0,Yes,2.69,84.9,4,7.3,No,4.7,3.33,Bachelor,0
18.5,Female,31587.0,Yes,5.09,80.7,2,48.3,Yes,6.8,2.33,Bachelor,0
20.1,Male,25000.0,Yes,3.03,85.6,0,40.7,No,4.4,2.1,High School,0
19.4,Female,34622.0,Yes,3.7,80.1,2,29.4,Yes,4.9,4.0,Bachelor,0
17.4,Male,25000.0,Yes,4.52,77.5,1,29.1,Yes,6.1,2.87,Bachelor,0
25.4,Male,38113.0,Yes,5.49,76.7,1,37.7,Yes,6.2,2.64,Bachelor,0
23.8,Male,25000.0,Yes,2.67,87.7,1,17.7,No,2.1,3.94,High School,0
19.3,Female,28067.0,Yes,4.33,92.4,2,30.5,No,3.4,3.82,Bachelor,0
21.6,Female,25000.0,No,3.03,78.4,0,31.9,No,2.2,0.59,High School,0
21.9,Female,29783.0,Yes,4.84,87.8,0,5.5,No,2.5,4.0,Bachelor,0
23.6,Female,42065.0,Yes,5.26,83.3,3,34.2,No,3.5,2.05,,0
19.2,Male,73255.0,No,4.87,78.9,3,13.8,Yes,5.1,2.66,Master,0
23.4,Female,,Yes,,87.4,1,43.0,No,,3.22,High School,0
19.8,Female,53385.0,Yes,2.57,92.8,0,46.1,Yes,1.6,3.02,Bachelor,0
18.1,Female,32167.0,Yes,3.78,75.4,2,48.1,No,3.8,0.6,Bachelor,0
22.6,Male,,Yes,,79.4,1,26.1,Yes,,4.0,Bachelor,0
23.8,Female,46907.0,Yes,4.67,93.7,2,26.0,No,5.1,0.61,Bachelor,1
26.7,Female,25808.0,Yes,5.84,81.7,0,6.3,No,4.3,3.84,Bachelor,0
18.4,Female,,Yes,,60.6,1,38.2,No,,1.98,Bachelor,0
22.5,Male,25000.0,Yes,4.68,83.4,0,11.9,Yes,5.2,3.64,Master,0
20.1,Female,25000.0,Yes,2.97,82.1,4,12.6,No,4.4,1.06,High School,0
22.7,Female,52374.0,Yes,5.63,90.4,3,26.4,No,5.0,3.94,Bachelor,0
17.8,Male,72493.0,Yes,5.32,81.7,0,16.7,Yes,4.3,3.0,Master,0
18.2,Male,29114.0,Yes,3.9,81.9,3,18.5,Yes,7.9,3.27,Bachelor,0
19.3,Male,25000.0,No,4.99,81.6,0,30.6,Yes,4.9,3.65,High School,0
21.2,Female,26386.0,Yes,5.09,83.3,1,40.6,No,6.3,2.0,High School,0
19.6,Male,30317.0,Yes,2.45,94.1,4,36.5,Yes,6.9,1.75,,1
22.4,Male,25857.0,Yes,4.64,87.8,1,32.3,Yes,4.3,2.76,Master,0
23.3,Female,36381.0,Yes,3.19,73.7,0,43.8,Yes,2.3,0.64,Bachelor,0
22.3,Female,25000.0,Yes,4.16,84.3,2,31.5,No,4.6,4.0,Bachelor,0
24.6,Male,49184.0,No,3.55,84.8,1,23.7,Yes,6.6,1.86,Master,0
21.9,Male,25000.0,No,4.04,85.0,1,20.8,No,2.4,3.81,High School,0
18.3,Female,62449.0,Yes,5.2,70.2,0,36.6,Yes,6.0,1.24,Master,0
24.0,Female,75361.0,Yes,2.51,83.2,2,16.8,Yes,7.0,0.55,Bachelor,1
19.7,Male,25000.0,Yes,1.73,77.5,1,34.2,No,8.0,0.91,Bachelor,1
23.0,Female,25000.0,Yes,3.42,70.0,4,24.9,No,6.7,1.37,Bachelor,1
24.5,Male,38041.0,Yes,5.44,91.7,1,19.9,No,6.0,2.09,High School,1
22.0,Female,25000.0,No,2.83,79.7,3,19.7,Yes,5.8,1.99,High School,0
17.7,Male,25000.0,Yes,3.33,79.9,7,41.6,Yes,3.3,3.65,Bachelor,0
19.0,Male,57614.0,Yes,5.52,89.1,4,19.7,No,3.8,3.46,Bachelor,0
23.9,Male,46285.0,Yes,5.8,90.2,1,26.6,Yes,2.4,3.89,Master,0
20.6,Male,97550.0,Yes,4.9,80.0,1,24.4,No,5.6,3.98,PhD,0
21.2,Female,32941.0,Yes,4.53,82.2,2,42.7,No,6.3,0.12,Bachelor,1
22.7,Female,25000.0,No,5.3,73.9,0,48.5,No,5.7,1.86,High School,1
22.5,Female,30661.0,No,3.46,74.5,2,40.9,No,6.0,2.1,Bachelor,1
21.6,Male,27164.0,Yes,4.9,92.4,3,25.5,Yes,6.9,2.55,Master,0
20.5,Male,27394.0,Yes,2.96,82.4,1,34.1,No,3.1,2.27,High School,0
20.3,Male,29311.0,Yes,6.1,89.8,3,19.1,No,5.6,3.11,Bachelor,0
22.9,Male,25000.0,Yes,5.36,80.7,2,32.5,No,5.9,2.47,Master,0
22.2,Female,35219.0,Yes,4.86,85.4,2,8.9,No,4.7,0.17,Bachelor,0
20.4,Male,25000.0,Yes,3.56,68.1,1,32.8,No,1.7,2.94,Master,0
23.4,Female,25000.0,No,4.9,88.9,2,29.3,No,3.7,3.34,Master,0
20.7,Female,27686.0,Yes,3.98,81.8,1,35.3,No,4.6,1.63,High School,0
19.1,Male,25000.0,Yes,3.28,78.2,0,29.9,No,5.8,2.2,Bachelor,0
19.3,Female,47164.0,Yes,4.76,87.0,3,40.0,No,5.6,2.83,Master,0
18.8,Male,,No,,89.9,3,20.8,No,,1.94,Master,1
20.4,Male,44434.0,Yes,5.15,78.8,3,39.1,Yes,7.2,0.81,Bachelor,0
23.7,Female,25000.0,No,2.66,72.4,1,35.7,No,5.5,2.9,Master,1
19.2,Male,25000.0,Yes,4.95,95.3,4,43.1,No,5.7,3.97,,0
21.4,Male,40598.0,Yes,2.06,80.3,1,43.9,No,7.8,2.67,,1
19.6,Female,111178.0,No,3.46,66.6,2,18.6,Yes,7.9,0.54,Master,1
20.4,Male,31884.0,Yes,4.59,78.6,3,36.2,No,6.1,1.7,Bachelor,0
17.7,Female,25000.0,Yes,5.13,85.6,2,16.0,No,8.6,0.07,High School,1
20.5,Male,52692.0,Yes,3.1,81.3,2,43.9,Yes,3.9,2.68,High School,0
20.6,Male,25870.0,Yes,2.8,81.0,3,19.8,No,5.4,0.89,Master,0
22.2,Female,31006.0,No,5.33,79.2,3,25.4,No,10.0,2.92,Bachelor,0
21.5,Female,41553.0,Yes,6.47,78.6,2,32.6,No,6.8,1.21,Bachelor,0
18.4,Male,25000.0,Yes,2.82,71.8,3,38.9,Yes,5.2,1.85,Master,1
23.4,Male,29849.0,No,0.6,71.6,0,34.5,Yes,5.7,0.96,Master,0
21.5,Female,,Yes,,69.9,1,39.2,Yes,,3.6,Bachelor,0
21.4,Male,61889.0,Yes,3.81,91.8,0,30.1,No,8.5,0.92,Bachelor,0
21.0,Female,45994.0,Yes,2.82,79.8,0,32.9,No,6.9,3.0,Bachelor,0
19.9,Female,25000.0,Yes,4.08,93.1,2,8.8,No,5.4,2.06,Master,0
21.5,Female,63423.0,Yes,6.53,90.8,0,42.3,Yes,2.5,2.54,High School,0
22.0,Female,38938.0,Yes,4.85,80.9,1,26.5,No,4.2,0.63,Bachelor,0
17.2,Female,25000.0,Yes,5.01,87.1,2,24.8,No,5.6,2.46,,0
19.8,Female,30744.0,No,4.21,85.9,1,53.2,No,5.3,2.96,Bachelor,0
20.4,Female,55320.0,Yes,4.62,78.0,1,5.0,No,7.5,0.99,Bachelor,0
21.6,Female,25000.0,Yes,6.21,64.7,4,31.1,No,5.1,1.05,High School,1
23.6,Male,67951.0,Yes,2.83,83.1,3,5.0,Yes,7.0,2.46,Bachelor,0
19.3,Male,25000.0,Yes,4.99,87.6,2,34.1,No,2.9,4.0,Bachelor,0
19.9,Female,25000.0,Yes,3.95,77.6,1,21.6,No,4.6,0.72,,0
19.9,Female,25000.0,Yes,3.92,98.1,1,5.0,No,6.8,3.14,Bachelor,0
19.2,Male,67925.0,Yes,2.51,90.3,2,43.1,No,9.2,3.5,Bachelor,0
20.2,Male,25000.0,Yes,4.55,70.2,1,14.5,No,5.2,1.74,Bachelor,0
22.7,Female,25000.0,No,4.76,80.4,1,41.4,No,7.0,1.92,PhD,1
18.7,Female,38837.0,Yes,3.76,75.3,3,18.3,Yes,7.9,1.46,Master,1
21.9,Male,44210.0,Yes,5.88,79.1,0,24.4,No,7.2,1.66,Bachelor,1
17.3,Female,44379.0,Yes,4.11,87.2,2,5.0,No,6.8,2.49,PhD,0
19.8,Female,25266.0,Yes,1.24,80.0,1,35.1,No,4.9,0.0,Bachelor,1
20.3,Female,34638.0,Yes,4.71,77.4,1,23.1,No,8.2,1.35,Bachelor,0
24.7,Female,25000.0,Yes,2.49,82.8,1,25.6,No,3.1,1.54,Bachelor,0
20.4,Male,81217.0,Yes,5.86,88.1,2,28.9,No,3.2,3.51,Master,0
17.0,Female,59073.0,Yes,6.44,88.0,0,10.2,No,8.9,2.21,High School,0
17.0,Female,56941.0,Yes,5.31,86.9,1,38.3,No,6.2,2.21,Bachelor,0
21.1,Female,47881.0,Yes,4.0,93.0,1,23.2,No,3.3,3.98,Bachelor,0
22.4,Male,40613.0,Yes,4.78,81.3,2,57.5,No,2.9,3.2,Bachelor,0
21.8,Male,25000.0,Yes,3.03,79.1,2,24.2,No,2.8,2.59,Bachelor,0
21.4,Male,43477.0,Yes,4.8,80.8,2,25.3,No,9.2,0.08,High School,1
23.6,Male,31843.0,Yes,2.97,75.5,3,13.7,No,5.4,3.97,High School,0
19.8,Female,63451.0,Yes,6.44,75.3,2,10.6,No,4.6,2.45,Master,0
23.0,Female,48264.0,Yes,2.72,87.9,1,40.5,No,8.4,3.14,High School,1
17.4,Female,41367.0,Yes,1.87,88.6,3,42.7,No,6.0,1.03,Bachelor,0
19.0,Female,25000.0,Yes,3.79,60.8,2,23.2,No,4.9,1.74,Bachelor,1
17.0,Male,28187.0,Yes,4.77,89.5,1,31.5,No,7.4,3.96,Master,0
20.4,Female,,Yes,,63.7,4,44.9,No,,3.41,Master,0
20.9,Female,34593.0,Yes,3.06,76.9,4,33.5,Yes,6.6,0.9,Bachelor,1
21.3,Female,25000.0,No,4.08,79.4,1,35.8,No,5.0,2.61,Master,0
21.1,Male,25196.0,No,4.0,71.9,5,31.0,Yes,3.9,2.62,Master,0
19.0,Female,39160.0,Yes,2.63,80.7,1,22.2,No,3.7,1.33,Bachelor,0
20.6,Female,25000.0,Yes,2.7,97.3,3,34.6,No,5.7,2.65,Master,0
17.7,Male,31983.0,Yes,1.55,69.6,3,52.4,No,5.5,2.58,Bachelor,0
24.0,Female,25000.0,Yes,5.99,86.9,0,23.8,No,6.4,2.71,PhD,0
20.3,Female,25000.0,Yes,2.97,89.8,1,40.4,Yes,4.7,1.41,Bachelor,1
19.9,Male,44074.0,Yes,1.29,86.7,1,32.2,No,7.8,0.97,Bachelor,0
24.5,Female,25000.0,Yes,3.5,94.3,2,22.9,No,3.1,2.47,High School,0
18.3,Female,62783.0,Yes,5.58,89.9,3,40.7,No,6.3,2.6,PhD,1
